Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Year,Team,league,country
Pablo Parra,cl,MF,28.0,11,6,569,6.3,1,0,1,1,0,0,0,0,0.9,0.9,1.0,1.9,17,27,43,0.16,0.0,0.16,0.16,0.16,0.14,0.16,0.3,0.14,0.3,2022,Puebla,liga_mx,mexico
Ángel Robles,mx,MF,20.0,14,6,564,6.3,2,1,3,2,0,0,2,0,1.3,1.3,0.3,1.6,10,12,34,0.32,0.16,0.48,0.32,0.48,0.2,0.05,0.25,0.2,0.25,2022,Puebla,liga_mx,mexico
Guillermo Martínez Ayala,mx,FW,27.0,18,5,573,6.4,6,2,8,5,1,1,3,1,3.7,2.9,0.6,3.5,1,8,20,0.94,0.31,1.26,0.79,1.1,0.58,0.09,0.67,0.46,0.55,2022,Puebla,liga_mx,mexico
Ivo Vázquez,mx,DF,21.0,19,3,487,5.4,0,2,2,0,0,0,4,0,0.1,0.1,0.4,0.5,23,15,22,0.0,0.37,0.37,0.0,0.37,0.02,0.08,0.09,0.02,0.09,2022,Puebla,liga_mx,mexico
Jesús Rodríguez,mx,GK,29.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Puebla,liga_mx,mexico
George Corral,mx,DF,32.0,7,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2022,Puebla,liga_mx,mexico
Marcelo Barovero,ar,GK,38.0,33,33,2937,32.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Atletico,liga_mx,mexico
Ricardo Chávez Soto,mx,DF,27.0,32,32,2811,31.2,0,4,4,0,0,0,7,1,1.3,1.3,3.4,4.7,44,100,154,0.0,0.13,0.13,0.0,0.13,0.04,0.11,0.15,0.04,0.15,2022,Atletico,liga_mx,mexico
Javier Güemez,mx,MF,30.0,33,28,2430,27.0,1,3,4,1,0,0,5,0,0.6,0.6,1.5,2.1,10,143,18,0.04,0.11,0.15,0.04,0.15,0.02,0.06,0.08,0.02,0.08,2022,Atletico,liga_mx,mexico
Jhon Murillo,ve,FW,26.0,33,27,2306,25.6,2,2,4,2,0,0,6,0,3.8,3.8,2.5,6.3,61,47,189,0.08,0.08,0.16,0.08,0.16,0.15,0.1,0.25,0.15,0.25,2022,Atletico,liga_mx,mexico
Rodrigo Dourado,br,MF,28.0,28,26,2181,24.2,0,1,1,0,0,0,8,0,0.6,0.6,1.0,1.6,21,97,15,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,2022,Atletico,liga_mx,mexico
Juan Sanabria,uy,MF,22.0,32,25,2304,25.6,1,2,3,1,0,0,6,1,1.8,1.8,5.3,7.1,35,121,78,0.04,0.08,0.12,0.04,0.12,0.07,0.21,0.28,0.07,0.28,2022,Atletico,liga_mx,mexico
Facundo Waller,uy,FW,25.0,17,17,1348,15.0,1,2,3,1,0,0,3,0,2.0,2.0,1.6,3.6,50,44,81,0.07,0.13,0.2,0.07,0.2,0.13,0.11,0.24,0.13,0.24,2022,Atletico,liga_mx,mexico
Aldo Cruz,mx,DF,24.0,16,16,1305,14.5,0,1,1,0,0,0,2,0,0.0,0.0,0.5,0.5,21,51,18,0.0,0.07,0.07,0.0,0.07,0.0,0.03,0.03,0.0,0.03,2022,Atletico,liga_mx,mexico
Unai Bilbao,es,DF,28.0,15,15,1299,14.4,2,0,2,2,0,0,3,0,1.2,1.2,0.2,1.3,2,33,0,0.14,0.0,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09,2022,Atletico,liga_mx,mexico
Abel Hernández,uy,FW,31.0,17,15,1267,14.1,8,0,8,6,2,2,2,0,5.2,3.6,0.8,4.4,4,17,45,0.57,0.0,0.57,0.43,0.43,0.37,0.05,0.42,0.26,0.31,2022,Atletico,liga_mx,mexico
Vitinho,br,FW,21.0,32,14,1534,17.0,2,0,2,2,0,0,5,0,3.3,3.3,1.3,4.7,83,55,158,0.12,0.0,0.12,0.12,0.12,0.2,0.08,0.27,0.2,0.27,2022,Atletico,liga_mx,mexico
Luis Fernando León,ec,DF,29.0,14,14,1242,13.8,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,4,29,1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2022,Atletico,liga_mx,mexico
Dieter Villalpando,mx,MF,30.0,15,13,996,11.1,1,0,1,1,0,0,1,1,1.1,1.1,1.6,2.7,34,64,49,0.09,0.0,0.09,0.09,0.09,0.1,0.14,0.25,0.1,0.25,2022,Atletico,liga_mx,mexico
Rodrigo Armando González,mx,DF,27.0,13,12,1091,12.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,2022,Atletico,liga_mx,mexico
Léo Bonatini,br,FW,28.0,17,12,909,10.1,3,2,5,3,0,1,1,0,4.0,3.2,0.5,3.7,13,18,54,0.3,0.2,0.5,0.3,0.5,0.39,0.05,0.44,0.32,0.37,2022,Atletico,liga_mx,mexico
Uziel García,mx,DF,21.0,18,11,1082,12.0,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,9,29,18,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,2022,Atletico,liga_mx,mexico
Andrés Iniestra,mx,MF,26.0,15,11,880,9.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,10,37,6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2022,Atletico,liga_mx,mexico
José García,mx,DF,26.0,12,10,990,11.0,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,1,19,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2022,Atletico,liga_mx,mexico
Jesús Piñuelas,mx,DF,24.0,9,9,765,8.5,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,2,19,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2022,Atletico,liga_mx,mexico
Ramón Juárez,mx,DF,21.0,10,8,723,8.0,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,0,4,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2022,Atletico,liga_mx,mexico
Ángel Zaldívar,mx,FW,28.0,15,7,704,7.8,1,1,2,0,1,1,2,0,3.3,2.5,0.9,3.4,3,18,34,0.13,0.13,0.26,0.0,0.13,0.42,0.12,0.54,0.32,0.44,2022,Atletico,liga_mx,mexico
Mateo Klimowicz,de,MF,22.0,14,7,651,7.2,1,1,2,1,0,0,0,0,1.3,1.3,1.2,2.5,25,32,25,0.14,0.14,0.28,0.14,0.28,0.18,0.17,0.35,0.18,0.35,2022,Atletico,liga_mx,mexico
Juan David Castro,mx,MF,30.0,21,3,359,4.0,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,9,20,29,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.14,0.14,0.14,2022,Atletico,liga_mx,mexico
Sabin Merino,es,FW,30.0,21,2,314,3.5,2,0,2,1,1,1,1,0,2.3,1.6,0.1,1.7,9,10,33,0.57,0.0,0.57,0.29,0.29,0.67,0.03,0.7,0.44,0.47,2022,Atletico,liga_mx,mexico
Julián Quiñones,mx,FW,25.0,32,32,2846,31.6,17,1,18,15,2,3,3,0,15.2,12.7,2.8,15.6,59,132,257,0.54,0.03,0.57,0.47,0.51,0.48,0.09,0.57,0.4,0.49,2022,Atlas,liga_mx,mexico
Hugo Nervo,ar,DF,31.0,31,31,2732,30.4,1,1,2,1,0,0,2,1,0.6,0.6,0.8,1.4,0,46,4,0.03,0.03,0.07,0.03,0.07,0.02,0.03,0.05,0.02,0.05,2022,Atlas,liga_mx,mexico
Camilo Vargas,co,GK,33.0,30,30,2615,29.1,0,0,0,0,0,0,5,1,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Atlas,liga_mx,mexico
Luis Ricardo Reyes,mx,DF,31.0,29,29,2406,26.7,1,4,5,0,1,1,6,1,1.4,0.6,3.9,4.5,40,122,87,0.04,0.15,0.19,0.0,0.15,0.05,0.15,0.2,0.02,0.17,2022,Atlas,liga_mx,mexico
Ozziel Herrera,mx,MF,21.0,30,28,2140,23.8,6,5,11,6,0,0,4,0,5.4,5.4,5.4,10.8,69,65,122,0.25,0.21,0.46,0.25,0.46,0.23,0.23,0.45,0.23,0.45,2022,Atlas,liga_mx,mexico
Julio Furch,ar,FW,33.0,27,25,1876,20.8,5,2,7,4,1,1,4,1,5.6,4.8,1.4,6.3,11,34,105,0.24,0.1,0.34,0.19,0.29,0.27,0.07,0.34,0.23,0.3,2022,Atlas,liga_mx,mexico
Anderson Santamaría,pe,DF,30.0,25,23,1833,20.4,0,1,1,0,0,0,9,1,0.8,0.8,1.0,1.8,9,68,9,0.0,0.05,0.05,0.0,0.05,0.04,0.05,0.09,0.04,0.09,2022,Atlas,liga_mx,mexico
José Abella,mx,DF,28.0,28,22,1885,20.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.1,16,81,70,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.05,0.02,0.05,2022,Atlas,liga_mx,mexico
Aldo Rocha,mx,MF,29.0,22,21,1779,19.8,1,1,2,1,0,0,5,0,1.2,1.2,1.2,2.4,19,117,13,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,2022,Atlas,liga_mx,mexico
Edgar Zaldívar,mx,MF,25.0,28,19,1647,18.3,0,0,0,0,0,0,7,0,0.5,0.5,0.5,1.0,13,55,24,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,2022,Atlas,liga_mx,mexico
Ángel Márquez,mx,MF,22.0,30,18,1640,18.2,1,3,4,1,0,0,2,0,1.4,1.4,3.1,4.4,23,85,57,0.05,0.16,0.22,0.05,0.22,0.08,0.17,0.24,0.08,0.24,2022,Atlas,liga_mx,mexico
Gaddi Aguirre,mx,DF,26.0,20,15,1419,15.8,1,1,2,1,0,0,2,0,1.0,1.0,0.8,1.8,0,45,2,0.06,0.06,0.13,0.06,0.13,0.07,0.05,0.12,0.07,0.12,2022,Atlas,liga_mx,mexico
Brian Lozano,uy,MF,28.0,16,12,1061,11.8,6,0,6,6,0,0,5,1,1.6,1.6,1.2,2.8,45,73,71,0.51,0.0,0.51,0.51,0.51,0.13,0.1,0.24,0.13,0.24,2022,Atlas,liga_mx,mexico
Emanuel Aguilera,ar,DF,33.0,15,12,1033,11.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,5,40,4,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,2022,Atlas,liga_mx,mexico
Diego Barbosa,mx,DF,25.0,25,10,1116,12.4,0,0,0,0,0,0,3,0,0.8,0.8,0.8,1.6,38,32,89,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,2022,Atlas,liga_mx,mexico
Aníbal Chalá,ec,DF,26.0,22,10,1020,11.3,0,0,0,0,0,0,4,0,0.5,0.5,0.5,1.0,40,28,76,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,2022,Atlas,liga_mx,mexico
Edison Flores,pe,MF,28.0,22,7,821,9.1,0,2,2,0,0,0,0,0,1.6,1.6,1.7,3.4,15,35,55,0.0,0.22,0.22,0.0,0.22,0.18,0.19,0.37,0.18,0.37,2022,Atlas,liga_mx,mexico
Alberto Ocejo,mx,FW,24.0,15,7,591,6.6,1,1,2,1,0,0,1,0,2.8,2.8,1.1,3.9,8,12,37,0.15,0.15,0.3,0.15,0.3,0.43,0.17,0.6,0.43,0.6,2022,Atlas,liga_mx,mexico
Jaziel Martínez,mx,MF,21.0,13,6,538,6.0,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,6,40,13,0.0,0.17,0.17,0.0,0.17,0.04,0.09,0.12,0.04,0.12,2022,Atlas,liga_mx,mexico
José Santiago Hernández,mx,GK,25.0,5,4,440,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Atlas,liga_mx,mexico
Edyairth Ortega,mx,MF,25.0,8,4,434,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,5,21,4,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,2022,Atlas,liga_mx,mexico
Alejandro Gómez,mx,DF,20.0,6,4,364,4.0,0,2,2,0,0,0,0,0,0.0,0.0,0.8,0.8,2,19,3,0.0,0.49,0.49,0.0,0.49,0.0,0.2,0.2,0.0,0.2,2022,Atlas,liga_mx,mexico
Christopher Trejo,mx,FW,22.0,29,3,735,8.2,2,0,2,2,0,0,2,0,1.9,1.9,1.7,3.6,13,28,54,0.24,0.0,0.24,0.24,0.24,0.23,0.21,0.44,0.23,0.44,2022,Atlas,liga_mx,mexico
Abraham Bass,mx,MF,20.0,1,1,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2022,Atlas,liga_mx,mexico
Alfredo Talavera,mx,GK,39.0,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,FC Juarez,liga_mx,mexico
Maximiliano Olivera,uy,DF,30.0,32,32,2835,31.5,2,4,6,2,0,1,7,0,2.5,1.7,3.3,5.0,46,167,86,0.06,0.13,0.19,0.06,0.19,0.08,0.1,0.18,0.05,0.16,2022,FC Juarez,liga_mx,mexico
Carlos Salcedo,mx,DF,28.0,30,30,2688,29.9,0,0,0,0,0,0,9,0,1.4,1.4,0.7,2.1,11,97,15,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,2022,FC Juarez,liga_mx,mexico
Gabriel Fernández,uy,FW,28.0,32,30,2530,28.1,8,3,11,8,0,1,10,2,9.5,8.7,3.6,12.4,52,57,140,0.28,0.11,0.39,0.28,0.39,0.34,0.13,0.47,0.31,0.44,2022,FC Juarez,liga_mx,mexico
Jesús Dueñas,mx,MF,33.0,29,26,2314,25.7,3,6,9,2,1,1,5,1,3.1,2.3,4.4,6.7,57,156,165,0.12,0.23,0.35,0.08,0.31,0.12,0.17,0.29,0.09,0.26,2022,FC Juarez,liga_mx,mexico
Javier Salas,mx,MF,28.0,25,25,2029,22.5,0,0,0,0,0,0,7,1,1.1,1.1,0.4,1.5,9,71,15,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,2022,FC Juarez,liga_mx,mexico
Alejandro Arribas,es,DF,33.0,26,23,2068,23.0,0,0,0,0,0,0,3,1,0.8,0.8,0.5,1.3,8,45,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,2022,FC Juarez,liga_mx,mexico
Alan Medina,mx,MF,24.0,29,22,1852,20.6,6,2,8,6,0,0,2,0,3.8,3.8,1.4,5.2,88,84,152,0.29,0.1,0.39,0.29,0.39,0.19,0.07,0.25,0.19,0.25,2022,FC Juarez,liga_mx,mexico
Luis Alfonso Rodríguez,mx,DF,31.0,16,16,1346,15.0,0,0,0,0,0,0,7,0,0.3,0.3,0.2,0.5,30,76,39,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2022,FC Juarez,liga_mx,mexico
Jordan Sierra,ec,MF,25.0,16,16,1234,13.7,1,0,1,1,0,0,1,0,0.7,0.7,0.5,1.2,11,65,68,0.07,0.0,0.07,0.07,0.07,0.05,0.04,0.09,0.05,0.09,2022,FC Juarez,liga_mx,mexico
Alberto Joshimar Acosta,mx,DF,34.0,14,12,913,10.1,0,0,0,0,0,0,5,2,0.1,0.1,0.1,0.2,17,61,22,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2022,FC Juarez,liga_mx,mexico
Jaime Gómez Valencia,mx,MF,29.0,20,11,796,8.8,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.6,13,46,59,0.0,0.11,0.11,0.0,0.11,0.05,0.02,0.07,0.05,0.07,2022,FC Juarez,liga_mx,mexico
Denzell García,mx,MF,18.0,18,10,943,10.5,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.9,8,45,8,0.1,0.0,0.1,0.1,0.1,0.07,0.01,0.08,0.07,0.08,2022,FC Juarez,liga_mx,mexico
Matías García,ar,MF,30.0,14,10,816,9.1,1,0,1,1,0,0,4,0,0.5,0.5,1.1,1.6,16,37,36,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.17,0.06,0.17,2022,FC Juarez,liga_mx,mexico
Francisco Nevarez,mx,DF,21.0,17,9,947,10.5,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,21,43,42,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,2022,FC Juarez,liga_mx,mexico
Tomás Molina,ar,FW,27.0,13,9,846,9.4,4,0,4,4,0,0,2,0,2.6,2.6,0.6,3.2,21,14,62,0.43,0.0,0.43,0.43,0.43,0.28,0.06,0.34,0.28,0.34,2022,FC Juarez,liga_mx,mexico
Emiliano Velázquez,uy,DF,28.0,9,9,753,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,2,16,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2022,FC Juarez,liga_mx,mexico
Darwin Machís,ve,FW,29.0,10,7,510,5.7,1,0,1,0,1,1,1,0,1.3,0.5,0.3,0.9,8,22,39,0.18,0.0,0.18,0.0,0.0,0.23,0.06,0.29,0.09,0.15,2022,FC Juarez,liga_mx,mexico
Maximiliano Silvera,uy,FW,24.0,9,7,488,5.4,0,0,0,0,0,1,1,1,1.7,0.7,0.8,1.4,12,6,30,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.45,0.12,0.26,2022,FC Juarez,liga_mx,mexico
Agustín Urzi,ar,MF,22.0,11,5,476,5.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.1,16,19,47,0.0,0.19,0.19,0.0,0.19,0.08,0.12,0.2,0.08,0.2,2022,FC Juarez,liga_mx,mexico
Ventura Alvarado,us,DF,29.0,10,5,466,5.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,2022,FC Juarez,liga_mx,mexico
Carlos Fierro,mx,FW,28.0,7,5,327,3.6,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,6,5,13,0.28,0.0,0.28,0.28,0.28,0.04,0.0,0.04,0.04,0.04,2022,FC Juarez,liga_mx,mexico
Fernando Arce Jr.,us,MF,25.0,11,4,442,4.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,6,11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2022,FC Juarez,liga_mx,mexico
Dario Lezcano,py,FW,32.0,14,4,433,4.8,4,0,4,4,0,0,1,0,1.4,1.4,0.1,1.5,3,6,30,0.83,0.0,0.83,0.83,0.83,0.28,0.03,0.31,0.28,0.31,2022,FC Juarez,liga_mx,mexico
Alexis Francisco Peña,mx,DF,26.0,34,34,3015,33.5,1,1,2,1,0,0,6,0,1.2,1.2,0.5,1.7,20,117,3,0.03,0.03,0.06,0.03,0.06,0.04,0.01,0.05,0.04,0.05,2022,Necaxa,liga_mx,mexico
Agustín Oliveros,uy,DF,23.0,34,33,2906,32.3,3,1,4,3,0,0,7,0,1.3,1.3,0.8,2.0,16,114,36,0.09,0.03,0.12,0.09,0.12,0.04,0.02,0.06,0.04,0.06,2022,Necaxa,liga_mx,mexico
José Joaquín Esquivel,mx,MF,24.0,33,30,2605,28.9,0,0,0,0,0,0,11,0,0.3,0.3,0.6,0.9,10,120,18,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2022,Necaxa,liga_mx,mexico
Bryan Garnica,mx,MF,26.0,33,25,2107,23.4,2,3,5,2,0,0,3,0,1.3,1.3,4.2,5.5,51,54,134,0.09,0.13,0.21,0.09,0.21,0.05,0.18,0.23,0.05,0.23,2022,Necaxa,liga_mx,mexico
Juan Pablo Segovia,ar,DF,33.0,28,24,2179,24.2,0,2,2,0,0,0,6,0,1.0,1.0,0.1,1.1,17,69,3,0.0,0.08,0.08,0.0,0.08,0.04,0.01,0.05,0.04,0.05,2022,Necaxa,liga_mx,mexico
Fernando Madrigal,mx,MF,30.0,33,23,2160,24.0,1,1,2,1,0,0,4,0,2.7,2.7,2.3,5.1,39,102,72,0.04,0.04,0.08,0.04,0.08,0.11,0.1,0.21,0.11,0.21,2022,Necaxa,liga_mx,mexico
Facundo Batista,uy,FW,23.0,28,21,1777,19.7,9,0,9,7,2,2,2,0,7.3,5.8,1.4,7.2,20,29,100,0.46,0.0,0.46,0.35,0.35,0.37,0.07,0.44,0.29,0.36,2022,Necaxa,liga_mx,mexico
Édgar Méndez,es,FW,32.0,24,19,1616,18.0,6,0,6,5,1,2,9,1,5.0,3.4,0.9,4.3,38,36,133,0.33,0.0,0.33,0.28,0.28,0.28,0.05,0.33,0.19,0.24,2022,Necaxa,liga_mx,mexico
Milton Giménez,ar,FW,25.0,22,18,1496,16.6,4,2,6,4,0,0,4,0,3.6,3.6,1.9,5.5,24,29,93,0.24,0.12,0.36,0.24,0.36,0.22,0.11,0.33,0.22,0.33,2022,Necaxa,liga_mx,mexico
Luis Ángel Malagón,mx,GK,25.0,17,17,1530,17.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Necaxa,liga_mx,mexico
Brian García,mx,DF,24.0,17,17,1526,17.0,1,2,3,1,0,0,2,0,0.6,0.6,1.0,1.6,25,56,50,0.06,0.12,0.18,0.06,0.18,0.04,0.06,0.09,0.04,0.09,2022,Necaxa,liga_mx,mexico
Hugo González Durán,mx,GK,31.0,16,16,1440,16.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Necaxa,liga_mx,mexico
José Van Rankin,mx,DF,29.0,17,14,1405,15.6,0,1,1,0,0,0,4,0,0.1,0.1,1.0,1.1,16,67,29,0.0,0.06,0.06,0.0,0.06,0.01,0.07,0.07,0.01,0.07,2022,Necaxa,liga_mx,mexico
Ángelo Araos,cl,MF,25.0,18,14,937,10.4,1,1,2,1,0,0,4,0,0.9,0.9,0.9,1.8,17,32,46,0.1,0.1,0.19,0.1,0.19,0.09,0.08,0.17,0.09,0.17,2022,Necaxa,liga_mx,mexico
Fabricio Formiliano,uy,DF,29.0,14,12,1067,11.9,1,1,2,1,0,0,2,0,0.4,0.4,0.2,0.6,3,38,1,0.08,0.08,0.17,0.08,0.17,0.03,0.01,0.05,0.03,0.05,2022,Necaxa,liga_mx,mexico
Dieter Villalpando,mx,MF,30.0,11,9,695,7.7,0,1,1,0,0,0,3,0,0.4,0.4,0.5,1.0,20,45,48,0.0,0.13,0.13,0.0,0.13,0.05,0.07,0.13,0.05,0.13,2022,Necaxa,liga_mx,mexico
Ricardo Monreal,mx,FW,21.0,25,8,828,9.2,2,3,5,2,0,0,1,0,1.8,1.8,1.2,3.0,15,32,67,0.22,0.33,0.54,0.22,0.54,0.19,0.13,0.33,0.19,0.33,2022,Necaxa,liga_mx,mexico
Vicente Poggi,uy,MF,20.0,21,8,769,8.5,0,1,1,0,0,0,5,0,0.4,0.4,0.3,0.7,9,35,15,0.0,0.12,0.12,0.0,0.12,0.04,0.04,0.08,0.04,0.08,2022,Necaxa,liga_mx,mexico
Damián Batallini,ar,MF,26.0,13,8,748,8.3,1,0,1,1,0,0,2,0,1.1,1.1,0.8,1.9,21,25,49,0.12,0.0,0.12,0.12,0.12,0.13,0.1,0.23,0.13,0.23,2022,Necaxa,liga_mx,mexico
Heriberto Jurado,mx,MF,17.0,23,6,754,8.4,0,1,1,0,0,0,1,1,0.7,0.7,1.5,2.2,22,10,56,0.0,0.12,0.12,0.0,0.12,0.08,0.18,0.27,0.08,0.27,2022,Necaxa,liga_mx,mexico
Maximiliano Silvera,uy,FW,24.0,12,6,473,5.3,1,1,2,1,0,0,3,0,1.2,1.2,0.1,1.4,12,11,30,0.19,0.19,0.38,0.19,0.38,0.24,0.03,0.26,0.24,0.26,2022,Necaxa,liga_mx,mexico
Juan Domínguez,mx,FW,23.0,15,3,389,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,17,12,36,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,2022,Necaxa,liga_mx,mexico
Diego Gómez,mx,MF,18.0,14,3,356,4.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,15,14,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,2022,Necaxa,liga_mx,mexico
José de Jesús Godínez,mx,FW,25.0,11,1,220,2.4,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,3,4,17,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.28,0.08,0.28,2022,Necaxa,liga_mx,mexico
Alexis Canelo,ar,FW,30.0,34,33,2877,32.0,6,2,8,4,2,2,5,0,8.9,7.3,4.1,11.4,89,99,259,0.19,0.06,0.25,0.13,0.19,0.28,0.13,0.4,0.23,0.36,2022,Tijuana,liga_mx,mexico
Federico Lértora,ar,MF,32.0,30,30,2651,29.5,2,0,2,2,0,0,9,1,2.6,2.6,1.4,4.0,23,122,35,0.07,0.0,0.07,0.07,0.07,0.09,0.05,0.14,0.09,0.14,2022,Tijuana,liga_mx,mexico
Nicolás Díaz Huincales,cl,DF,23.0,30,30,2647,29.4,0,1,1,0,0,0,13,3,0.6,0.6,0.9,1.5,35,99,36,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,2022,Tijuana,liga_mx,mexico
Lisandro López,ar,DF,32.0,27,26,2223,24.7,4,0,4,2,2,3,6,0,3.5,1.1,0.6,1.7,22,103,5,0.16,0.0,0.16,0.08,0.08,0.14,0.02,0.16,0.04,0.07,2022,Tijuana,liga_mx,mexico
Ismael Govea,mx,DF,25.0,27,25,2291,25.5,0,1,1,0,0,0,4,0,0.4,0.4,1.3,1.7,23,116,72,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.07,0.01,0.07,2022,Tijuana,liga_mx,mexico
Lucas Rodríguez,ar,MF,25.0,28,21,1912,21.2,6,3,9,5,1,2,6,1,6.3,4.8,3.1,7.9,60,139,91,0.28,0.14,0.42,0.24,0.38,0.3,0.15,0.44,0.22,0.37,2022,Tijuana,liga_mx,mexico
José Juan Vázquez,mx,MF,34.0,25,20,1642,18.2,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,8,74,24,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,2022,Tijuana,liga_mx,mexico
