Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Year,Team,league,country
Ciro Rius,ar,MF,33.0,11,11,890,9.9,0,0,0,0,0,0,2,0,0.9,0.9,1.7,2.5,10,15,32,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.26,0.09,0.26,2022,Atletico Tucuman,liga_argentina,argentina
Cristian Menéndez,ar,FW,33.0,23,10,1039,11.5,4,1,5,4,0,0,3,1,2.7,2.7,1.7,4.4,11,18,44,0.35,0.09,0.43,0.35,0.43,0.24,0.15,0.39,0.24,0.39,2022,Atletico Tucuman,liga_argentina,argentina
Mateo Coronel,ar,FW,23.0,17,7,691,7.7,5,2,7,4,1,1,2,0,2.9,2.1,1.0,3.1,13,16,80,0.65,0.26,0.91,0.52,0.78,0.38,0.13,0.51,0.27,0.41,2022,Atletico Tucuman,liga_argentina,argentina
Nicolás Thaller,ar,DF,23.0,7,6,557,6.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2022,Atletico Tucuman,liga_argentina,argentina
Gabriel Risso Patrón,ar,DF,26.0,6,6,439,4.9,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,4,8,11,0.0,0.21,0.21,0.0,0.21,0.0,0.03,0.03,0.0,0.03,2022,Atletico Tucuman,liga_argentina,argentina
Francisco Di Franco,ar,MF,27.0,14,3,395,4.4,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.4,6,13,13,0.0,0.23,0.23,0.0,0.23,0.05,0.05,0.1,0.05,0.1,2022,Atletico Tucuman,liga_argentina,argentina
Eugenio Isnaldo,ar,MF,28.0,16,3,393,4.4,0,1,1,0,0,0,1,0,0.9,0.9,0.4,1.4,7,18,16,0.0,0.23,0.23,0.0,0.23,0.21,0.1,0.31,0.21,0.31,2022,Atletico Tucuman,liga_argentina,argentina
Gastón Gil Romero,ar,MF,28.0,12,3,303,3.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Atletico Tucuman,liga_argentina,argentina
Tomás Marchiori,ar,GK,26.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Atletico Tucuman,liga_argentina,argentina
Jonathan Sandoval,uy,DF,34.0,3,3,159,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,2,3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,2022,Atletico Tucuman,liga_argentina,argentina
Ignacio Maestro Puch,ar,FW,18.0,17,2,440,4.9,2,1,3,2,0,0,1,0,1.0,1.0,0.3,1.3,7,7,30,0.41,0.2,0.61,0.41,0.61,0.22,0.06,0.28,0.22,0.28,2022,Atletico Tucuman,liga_argentina,argentina
Marcelo Ortiz,ar,DF,28.0,2,1,84,0.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Atletico Tucuman,liga_argentina,argentina
Leonardo Heredia,ar,MF,26.0,2,1,68,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,5,5,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,2022,Atletico Tucuman,liga_argentina,argentina
Adam Bareiro,py,FW,25.0,26,26,2110,23.4,10,2,12,7,3,5,10,0,9.7,5.8,2.4,8.2,13,33,119,0.43,0.09,0.51,0.3,0.38,0.41,0.1,0.52,0.25,0.35,2022,San Lorenzo,liga_argentina,argentina
Federico Gattoni,ar,DF,22.0,25,25,2250,25.0,1,0,1,1,0,0,10,0,1.0,1.0,0.3,1.3,16,87,4,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,2022,San Lorenzo,liga_argentina,argentina
Jalil Elías,sy,MF,25.0,24,24,2103,23.4,1,0,1,1,0,0,4,0,1.0,1.0,1.5,2.5,24,129,67,0.04,0.0,0.04,0.04,0.04,0.04,0.06,0.11,0.04,0.11,2022,San Lorenzo,liga_argentina,argentina
Ezequiel Cerutti,ar,FW,30.0,24,23,1674,18.6,2,4,6,1,1,1,5,0,3.9,3.1,3.2,6.3,51,50,166,0.11,0.22,0.32,0.05,0.27,0.21,0.17,0.38,0.17,0.34,2022,San Lorenzo,liga_argentina,argentina
Cristián Zapata,co,DF,35.0,21,21,1842,20.5,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,7,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,2022,San Lorenzo,liga_argentina,argentina
Gastón Hernández,ar,DF,24.0,20,18,1674,18.6,1,0,1,1,0,0,8,0,0.3,0.3,0.0,0.4,14,42,6,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.02,0.02,0.02,2022,San Lorenzo,liga_argentina,argentina
Augusto Batalla,ar,GK,25.0,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,San Lorenzo,liga_argentina,argentina
Nahuel Barrios,ar,FW,23.0,25,18,1342,14.9,2,3,5,2,0,0,1,0,1.5,1.5,1.3,2.8,60,71,110,0.13,0.2,0.34,0.13,0.34,0.1,0.09,0.19,0.1,0.19,2022,San Lorenzo,liga_argentina,argentina
Juan Ignacio Méndez,ar,MF,24.0,19,17,1459,16.2,1,1,2,1,0,0,3,0,0.4,0.4,0.2,0.6,5,63,12,0.06,0.06,0.12,0.06,0.12,0.03,0.01,0.04,0.03,0.04,2022,San Lorenzo,liga_argentina,argentina
Agustín Giay,ar,MF,18.0,20,16,1402,15.6,1,0,1,1,0,0,6,1,1.0,1.0,0.8,1.9,28,47,59,0.06,0.0,0.06,0.06,0.06,0.07,0.05,0.12,0.07,0.12,2022,San Lorenzo,liga_argentina,argentina
Nicolás Ezequiel Fernández,ar,MF,22.0,14,14,1249,13.9,0,2,2,0,0,0,1,0,0.8,0.8,2.4,3.2,33,65,36,0.0,0.14,0.14,0.0,0.14,0.06,0.18,0.23,0.06,0.23,2022,San Lorenzo,liga_argentina,argentina
Malcom Braida,ar,MF,24.0,18,13,1180,13.1,3,2,5,3,0,0,2,0,0.8,0.8,1.2,2.1,25,61,58,0.23,0.15,0.38,0.23,0.38,0.06,0.09,0.16,0.06,0.16,2022,San Lorenzo,liga_argentina,argentina
Sebastián Torrico,ar,GK,41.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,San Lorenzo,liga_argentina,argentina
Andrés Vombergar,si,FW,27.0,17,8,891,9.9,6,1,7,6,0,0,0,0,3.7,3.7,0.8,4.6,14,24,55,0.61,0.1,0.71,0.61,0.71,0.38,0.08,0.46,0.38,0.46,2022,San Lorenzo,liga_argentina,argentina
Agustín Martegani,ar,MF,21.0,18,8,742,8.2,0,3,3,0,0,0,1,0,1.1,1.1,1.8,2.9,19,37,35,0.0,0.36,0.36,0.0,0.36,0.13,0.22,0.35,0.13,0.35,2022,San Lorenzo,liga_argentina,argentina
Siro Rosane,ar,MF,21.0,9,8,658,7.3,0,0,0,0,0,0,2,1,0.1,0.1,0.2,0.3,2,26,4,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,2022,San Lorenzo,liga_argentina,argentina
Gastón Campi,ar,DF,30.0,9,7,655,7.3,0,2,2,0,0,0,1,0,0.1,0.1,0.1,0.3,3,29,3,0.0,0.27,0.27,0.0,0.27,0.02,0.02,0.04,0.02,0.04,2022,San Lorenzo,liga_argentina,argentina
Jeremías James,ar,DF,21.0,7,7,554,6.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,13,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,2022,San Lorenzo,liga_argentina,argentina
Gonzalo Luján,ar,DF,20.0,10,4,431,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,5,11,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,2022,San Lorenzo,liga_argentina,argentina
Ivan Leguizamon,py,FW,19.0,24,3,823,9.1,2,3,5,2,0,0,2,0,1.5,1.5,2.1,3.6,37,22,85,0.22,0.33,0.55,0.22,0.55,0.17,0.23,0.4,0.17,0.4,2022,San Lorenzo,liga_argentina,argentina
Gonzalo Maroni,ar,MF,22.0,8,3,290,3.2,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,8,20,18,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.29,0.16,0.29,2022,San Lorenzo,liga_argentina,argentina
Francisco Perruzzi,ar,MF,20.0,8,3,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2022,San Lorenzo,liga_argentina,argentina
Néstor Ortigoza,py,MF,37.0,11,2,359,4.0,2,0,2,0,2,2,2,0,1.6,0.0,0.2,0.2,6,30,7,0.5,0.0,0.5,0.0,0.0,0.39,0.04,0.43,0.0,0.04,2022,San Lorenzo,liga_argentina,argentina
Tomás Silva,ar,MF,18.0,3,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,14,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2022,San Lorenzo,liga_argentina,argentina
Lucas Blondel,ar,DF,25.0,26,26,2306,25.6,1,0,1,1,0,0,7,0,1.3,1.3,1.4,2.7,50,153,82,0.04,0.0,0.04,0.04,0.04,0.05,0.06,0.11,0.05,0.11,2022,Tigre,liga_argentina,argentina
Mateo Retegui,it,FW,22.0,27,26,2231,24.8,19,2,21,13,6,6,4,0,14.4,9.8,1.9,11.7,35,23,148,0.77,0.08,0.85,0.52,0.61,0.58,0.08,0.66,0.4,0.47,2022,Tigre,liga_argentina,argentina
Brian Luciatti,ar,DF,28.0,24,24,2112,23.5,0,0,0,0,0,0,4,2,0.5,0.5,0.1,0.6,6,53,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,2022,Tigre,liga_argentina,argentina
Facundo Colidio,ar,FW,22.0,26,24,1988,22.1,5,6,11,5,0,0,1,1,5.3,5.3,4.1,9.4,65,87,167,0.23,0.27,0.5,0.23,0.5,0.24,0.18,0.43,0.24,0.43,2022,Tigre,liga_argentina,argentina
Sebastián Prieto,ar,DF,28.0,24,23,2028,22.5,0,4,4,0,0,0,3,0,0.7,0.7,2.4,3.1,31,99,105,0.0,0.18,0.18,0.0,0.18,0.03,0.11,0.14,0.03,0.14,2022,Tigre,liga_argentina,argentina
Ezequiél Fernández,ar,MF,19.0,25,23,1941,21.6,0,1,1,0,0,0,7,1,0.7,0.7,0.9,1.5,23,104,21,0.0,0.05,0.05,0.0,0.05,0.03,0.04,0.07,0.03,0.07,2022,Tigre,liga_argentina,argentina
Alexis Castro,ar,MF,27.0,24,21,1605,17.8,2,1,3,2,0,0,3,0,2.5,2.5,3.4,5.9,36,88,88,0.11,0.06,0.17,0.11,0.17,0.14,0.19,0.33,0.14,0.33,2022,Tigre,liga_argentina,argentina
Víctor Cabrera,ar,DF,28.0,19,19,1662,18.5,2,0,2,2,0,0,7,1,1.4,1.4,0.2,1.6,11,54,7,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.09,0.07,0.09,2022,Tigre,liga_argentina,argentina
Lucas Menossi,ar,MF,29.0,24,19,1594,17.7,1,4,5,1,0,0,3,0,1.1,1.1,3.8,4.8,37,133,68,0.06,0.23,0.28,0.06,0.28,0.06,0.21,0.27,0.06,0.27,2022,Tigre,liga_argentina,argentina
Sebastián Prediger,ar,MF,35.0,21,16,1464,16.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,10,46,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2022,Tigre,liga_argentina,argentina
Manuel Roffo,ar,GK,21.0,15,15,1347,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Tigre,liga_argentina,argentina
Gonzalo Marinelli,ar,GK,32.0,13,12,1083,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Tigre,liga_argentina,argentina
Ijiel Protti,ar,MF,27.0,22,10,940,10.4,1,1,2,1,0,0,3,0,2.4,2.4,1.0,3.4,34,29,103,0.1,0.1,0.19,0.1,0.19,0.23,0.1,0.32,0.23,0.32,2022,Tigre,liga_argentina,argentina
Cristian Zabala,ar,MF,23.0,21,9,878,9.8,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.7,16,58,40,0.0,0.1,0.1,0.0,0.1,0.03,0.05,0.07,0.03,0.07,2022,Tigre,liga_argentina,argentina
Brian Alexis Leizza,ar,DF,21.0,11,8,770,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,8,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2022,Tigre,liga_argentina,argentina
Blas Armoa,py,FW,21.0,16,8,660,7.3,8,0,8,8,0,0,0,0,3.2,3.2,1.1,4.3,20,14,73,1.09,0.0,1.09,1.09,1.09,0.44,0.15,0.59,0.44,0.59,2022,Tigre,liga_argentina,argentina
Nicolás Demartini,ar,DF,22.0,6,5,474,5.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,9,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2022,Tigre,liga_argentina,argentina
Agustín Obando,ar,FW,21.0,11,3,339,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,9,8,36,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.19,0.05,0.19,2022,Tigre,liga_argentina,argentina
Diego Sosa,ar,DF,24.0,7,2,297,3.3,1,1,2,1,0,0,1,0,0.3,0.3,0.4,0.6,4,11,17,0.3,0.3,0.61,0.3,0.61,0.08,0.11,0.19,0.08,0.19,2022,Tigre,liga_argentina,argentina
Pablo Magnín,ar,FW,31.0,15,1,264,2.9,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,3,6,20,0.0,0.0,0.0,0.0,0.0,0.35,0.03,0.37,0.35,0.37,2022,Tigre,liga_argentina,argentina
Martín Ortega,ar,DF,22.0,9,1,256,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,6,9,9,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,2022,Tigre,liga_argentina,argentina
Agustín Baldi,ar,MF,19.0,13,1,217,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2022,Tigre,liga_argentina,argentina
Martín Galmarini,ar,MF,39.0,3,1,21,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Tigre,liga_argentina,argentina
Ezequiel Forclaz,ar,FW,18.0,4,0,41,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,2022,Tigre,liga_argentina,argentina
Federico Lanzillota,ar,GK,29.0,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Argentinos Juniors,liga_argentina,argentina
Lucas Villalba,ar,DF,27.0,25,25,2206,24.5,0,2,2,0,0,0,5,0,0.7,0.7,1.6,2.3,48,193,29,0.0,0.08,0.08,0.0,0.08,0.03,0.07,0.1,0.03,0.1,2022,Argentinos Juniors,liga_argentina,argentina
Franco Moyano,ar,MF,24.0,25,24,1933,21.5,1,0,1,1,0,0,3,0,0.6,0.6,1.0,1.6,17,110,16,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,2022,Argentinos Juniors,liga_argentina,argentina
Miguel Ángel Torrén,ar,DF,33.0,20,20,1751,19.5,2,0,2,0,2,2,7,1,1.8,0.2,0.3,0.5,11,65,1,0.1,0.0,0.1,0.0,0.0,0.09,0.01,0.1,0.01,0.02,2022,Argentinos Juniors,liga_argentina,argentina
Luciano Sánchez,ar,DF,28.0,23,20,1736,19.3,1,1,2,1,0,0,3,0,0.6,0.6,2.1,2.7,13,65,86,0.05,0.05,0.1,0.05,0.1,0.03,0.1,0.13,0.03,0.13,2022,Argentinos Juniors,liga_argentina,argentina
Javier Cabrera,uy,DF,29.0,25,19,1651,18.3,2,2,4,2,0,0,1,0,0.8,0.8,2.9,3.6,29,79,176,0.11,0.11,0.22,0.11,0.22,0.04,0.16,0.2,0.04,0.2,2022,Argentinos Juniors,liga_argentina,argentina
Gabriel Ávalos,py,FW,31.0,19,18,1558,17.3,5,4,9,4,1,1,1,0,6.3,5.5,1.9,7.4,13,42,128,0.29,0.23,0.52,0.23,0.46,0.36,0.11,0.48,0.32,0.43,2022,Argentinos Juniors,liga_argentina,argentina
Kevin Mac Allister,ar,DF,24.0,17,17,1463,16.3,2,0,2,2,0,0,3,0,3.7,3.7,0.7,4.4,9,108,21,0.12,0.0,0.12,0.12,0.12,0.23,0.04,0.27,0.23,0.27,2022,Argentinos Juniors,liga_argentina,argentina
Gastón Verón,ar,FW,20.0,27,16,1455,16.2,6,0,6,6,0,0,3,0,3.5,3.5,1.0,4.5,5,52,109,0.37,0.0,0.37,0.37,0.37,0.22,0.06,0.28,0.22,0.28,2022,Argentinos Juniors,liga_argentina,argentina
Thiago Nuss,ar,MF,20.0,21,12,987,11.0,3,1,4,3,0,0,6,0,2.4,2.4,2.1,4.4,35,22,116,0.27,0.09,0.36,0.27,0.36,0.22,0.19,0.4,0.22,0.4,2022,Argentinos Juniors,liga_argentina,argentina
Nicolás Reniero,ar,FW,26.0,21,10,1042,11.6,2,3,5,2,0,0,1,0,1.8,1.8,1.0,2.8,9,53,90,0.17,0.26,0.43,0.17,0.43,0.16,0.08,0.24,0.16,0.24,2022,Argentinos Juniors,liga_argentina,argentina
Gabriel Carabajal,ar,MF,30.0,11,10,801,8.9,2,2,4,2,0,0,0,0,0.8,0.8,1.1,1.8,10,42,49,0.22,0.22,0.45,0.22,0.45,0.09,0.12,0.21,0.09,0.21,2022,Argentinos Juniors,liga_argentina,argentina
Alan Rodríguez,uy,MF,22.0,15,9,963,10.7,1,0,1,1,0,0,1,0,1.0,1.0,0.8,1.7,14,37,46,0.09,0.0,0.09,0.09,0.09,0.09,0.07,0.16,0.09,0.16,2022,Argentinos Juniors,liga_argentina,argentina
Fausto Vera,ar,MF,21.0,9,9,810,9.0,3,1,4,2,1,1,3,0,1.9,1.1,0.5,1.6,23,52,18,0.33,0.11,0.44,0.22,0.33,0.21,0.06,0.27,0.12,0.18,2022,Argentinos Juniors,liga_argentina,argentina
Andrés Roa,co,MF,28.0,18,9,793,8.8,1,2,3,1,0,0,2,0,1.0,1.0,1.4,2.4,24,35,46,0.11,0.23,0.34,0.11,0.34,0.11,0.16,0.27,0.11,0.27,2022,Argentinos Juniors,liga_argentina,argentina
Mariano Bíttolo,ar,DF,31.0,16,9,722,8.0,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,8,31,35,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,2022,Argentinos Juniors,liga_argentina,argentina
Leonel González,ar,DF,27.0,11,8,712,7.9,0,1,1,0,0,0,4,0,0.0,0.0,0.1,0.1,6,31,9,0.0,0.13,0.13,0.0,0.13,0.0,0.02,0.02,0.0,0.02,2022,Argentinos Juniors,liga_argentina,argentina
Marco Di Cesare,ar,DF,20.0,8,7,613,6.8,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,1,14,2,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,2022,Argentinos Juniors,liga_argentina,argentina
Federico Redondo,ar,MF,19.0,14,6,437,4.9,0,0,0,0,0,0,4,0,0.5,0.5,0.1,0.6,6,30,10,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,2022,Argentinos Juniors,liga_argentina,argentina
José Herrera,ar,FW,16.0,20,5,734,8.2,1,2,3,1,0,0,2,0,1.2,1.2,0.5,1.7,19,26,81,0.12,0.25,0.37,0.12,0.37,0.15,0.06,0.21,0.15,0.21,2022,Argentinos Juniors,liga_argentina,argentina
Matías Galarza,ar,MF,19.0,8,4,474,5.3,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.9,6,28,14,0.0,0.19,0.19,0.0,0.19,0.05,0.13,0.17,0.05,0.17,2022,Argentinos Juniors,liga_argentina,argentina
Gabriel Florentín,ar,FW,22.0,4,3,223,2.5,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,6,24,18,0.0,0.4,0.4,0.0,0.4,0.06,0.15,0.2,0.06,0.2,2022,Argentinos Juniors,liga_argentina,argentina
Luciano Gómez,ar,MF,25.0,9,3,222,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,17,15,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,2022,Argentinos Juniors,liga_argentina,argentina
Leonardo Morales,ar,DF,30.0,27,27,2430,27.0,4,0,4,4,0,0,4,0,2.0,2.0,0.4,2.5,13,84,4,0.15,0.0,0.15,0.15,0.15,0.07,0.02,0.09,0.07,0.09,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Rodrigo Rey,ar,GK,30.0,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Agustín Cardozo,ar,MF,24.0,26,26,2338,26.0,0,1,1,0,0,0,8,0,0.5,0.5,1.2,1.7,19,112,8,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Guillermo Enrique,ar,DF,21.0,25,24,2104,23.4,0,1,1,0,0,0,7,0,0.6,0.6,1.4,2.0,48,42,60,0.0,0.04,0.04,0.0,0.04,0.03,0.06,0.09,0.03,0.09,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Brahian Alemán,uy,MF,32.0,24,24,2079,23.1,5,4,9,2,3,3,8,0,5.1,2.7,6.0,8.7,35,148,68,0.22,0.17,0.39,0.09,0.26,0.22,0.26,0.48,0.12,0.38,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Ramón Sosa,py,MF,22.0,25,24,2041,22.7,2,2,4,2,0,0,4,0,3.7,3.7,1.9,5.6,61,52,157,0.09,0.09,0.18,0.09,0.18,0.16,0.09,0.25,0.16,0.25,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Franco Soldano,ar,FW,27.0,27,23,2055,22.8,1,1,2,1,0,0,0,0,3.2,3.2,1.1,4.2,7,59,91,0.04,0.04,0.09,0.04,0.09,0.14,0.05,0.18,0.14,0.18,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Eric Ramírez,ar,FW,25.0,23,20,1639,18.2,2,2,4,2,0,0,5,1,3.4,3.4,1.4,4.9,24,30,127,0.11,0.11,0.22,0.11,0.22,0.19,0.08,0.27,0.19,0.27,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Oscar Piris,ar,DF,32.0,21,19,1755,19.5,0,1,1,0,0,0,6,0,0.5,0.5,0.4,0.9,3,56,7,0.0,0.05,0.05,0.0,0.05,0.03,0.02,0.05,0.03,0.05,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Matías Melluso,ar,DF,23.0,17,15,1275,14.2,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.4,11,45,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Nicolás Colazo,ar,DF,31.0,16,12,1157,12.9,1,1,2,1,0,0,1,1,0.6,0.6,0.5,1.1,6,55,26,0.08,0.08,0.16,0.08,0.16,0.05,0.04,0.09,0.05,0.09,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Benjamín Domínguez,ar,MF,18.0,18,9,820,9.1,1,1,2,1,0,0,0,0,0.5,0.5,1.2,1.7,27,18,82,0.11,0.11,0.22,0.11,0.22,0.06,0.13,0.18,0.06,0.18,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Manuel Insaurralde,ar,MF,23.0,15,8,688,7.6,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,10,28,8,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Germán Guiffrey,ar,DF,24.0,8,7,576,6.4,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,2,13,1,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Tomás Muro,ar,MF,19.0,16,6,637,7.1,2,0,2,2,0,0,3,0,1.0,1.0,0.6,1.6,15,12,31,0.28,0.0,0.28,0.28,0.28,0.15,0.08,0.23,0.15,0.23,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Lautaro Chávez,ar,MF,21.0,12,6,475,5.3,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,9,5,31,0.19,0.0,0.19,0.19,0.19,0.07,0.02,0.1,0.07,0.1,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Alexis Steimbach,ar,MF,19.0,9,3,342,3.8,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.8,3,8,10,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.22,0.15,0.22,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Emanuel Cecchini,ar,MF,25.0,12,3,302,3.4,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,0,10,5,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Cristian Tarragona,ar,FW,30.0,3,3,231,2.6,2,0,2,1,1,1,0,0,1.3,0.5,0.5,1.0,4,10,19,0.78,0.0,0.78,0.39,0.39,0.5,0.19,0.69,0.19,0.38,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Johan Carbonero,co,MF,22.0,3,3,227,2.5,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,7,9,26,0.4,0.0,0.4,0.4,0.4,0.16,0.01,0.17,0.16,0.17,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
Matías Miranda,ar,MF,21.0,13,2,296,3.3,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.8,4,15,16,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.25,0.11,0.25,2022,Gimnasia y Esgrima LP,liga_argentina,argentina
